,file,age,gender,race,service_test,thirties_or_higher,is_male,is_white,is_black
46,train/47.jpg,60-69,Male,East Asian,True,1.0,1.0,0.0,0.0
47,train/48.jpg,3-9,Female,Middle Eastern,True,0.0,0.0,0.0,0.0
48,train/49.jpg,10-19,Female,Southeast Asian,False,0.0,0.0,0.0,0.0
49,train/50.jpg,50-59,Female,Black,False,1.0,0.0,0.0,1.0
50,train/51.jpg,3-9,Female,East Asian,False,0.0,0.0,0.0,0.0
51,train/52.jpg,60-69,Male,Latino_Hispanic,False,1.0,1.0,0.0,0.0
52,train/53.jpg,50-59,Male,Southeast Asian,False,1.0,1.0,0.0,0.0
53,train/54.jpg,30-39,Female,East Asian,False,1.0,0.0,0.0,0.0
54,train/55.jpg,30-39,Male,Southeast Asian,True,1.0,1.0,0.0,0.0
55,train/56.jpg,30-39,Male,White,False,1.0,1.0,1.0,0.0
56,train/57.jpg,20-29,Male,Black,False,0.0,1.0,0.0,1.0
57,train/58.jpg,40-49,Female,Latino_Hispanic,True,1.0,0.0,0.0,0.0
58,train/59.jpg,10-19,Female,Latino_Hispanic,False,0.0,0.0,0.0,0.0
59,train/60.jpg,10-19,Female,Latino_Hispanic,True,0.0,0.0,0.0,0.0
60,train/61.jpg,3-9,Male,East Asian,False,0.0,1.0,0.0,0.0
61,train/62.jpg,10-19,Male,Indian,True,0.0,1.0,0.0,0.0
62,train/63.jpg,40-49,Male,Indian,False,1.0,1.0,0.0,0.0
63,train/64.jpg,20-29,Male,Southeast Asian,False,0.0,1.0,0.0,0.0
64,train/65.jpg,30-39,Male,East Asian,True,1.0,1.0,0.0,0.0
65,train/66.jpg,30-39,Male,Latino_Hispanic,True,1.0,1.0,0.0,0.0
66,train/67.jpg,10-19,Female,Latino_Hispanic,False,0.0,0.0,0.0,0.0
67,train/68.jpg,60-69,Male,White,False,1.0,1.0,1.0,0.0
68,train/69.jpg,50-59,Male,Southeast Asian,True,1.0,1.0,0.0,0.0
69,train/70.jpg,30-39,Male,Indian,True,1.0,1.0,0.0,0.0
70,train/71.jpg,60-69,Female,Indian,False,1.0,0.0,0.0,0.0
71,train/72.jpg,30-39,Male,Latino_Hispanic,True,1.0,1.0,0.0,0.0
72,train/73.jpg,30-39,Female,Latino_Hispanic,True,1.0,0.0,0.0,0.0
73,train/74.jpg,20-29,Female,Southeast Asian,False,0.0,0.0,0.0,0.0
74,train/75.jpg,30-39,Male,Indian,True,1.0,1.0,0.0,0.0
75,train/76.jpg,20-29,Male,Southeast Asian,True,0.0,1.0,0.0,0.0
76,train/77.jpg,50-59,Female,Black,True,1.0,0.0,0.0,1.0
77,train/78.jpg,20-29,Female,Middle Eastern,True,0.0,0.0,0.0,0.0
78,train/79.jpg,40-49,Male,Latino_Hispanic,False,1.0,1.0,0.0,0.0
79,train/80.jpg,30-39,Male,White,False,1.0,1.0,1.0,0.0
80,train/81.jpg,30-39,Female,Black,False,1.0,0.0,0.0,1.0
81,train/82.jpg,30-39,Male,Indian,False,1.0,1.0,0.0,0.0
82,train/83.jpg,40-49,Male,White,False,1.0,1.0,1.0,0.0
83,train/84.jpg,10-19,Female,Black,True,0.0,0.0,0.0,1.0
84,train/85.jpg,20-29,Female,White,False,0.0,0.0,1.0,0.0
85,train/86.jpg,20-29,Female,Black,True,0.0,0.0,0.0,1.0
86,train/87.jpg,20-29,Male,Black,True,0.0,1.0,0.0,1.0
87,train/88.jpg,20-29,Female,Southeast Asian,True,0.0,0.0,0.0,0.0
88,train/89.jpg,40-49,Male,Indian,False,1.0,1.0,0.0,0.0
89,train/90.jpg,50-59,Male,Indian,False,1.0,1.0,0.0,0.0
90,train/91.jpg,30-39,Male,Latino_Hispanic,False,1.0,1.0,0.0,0.0
91,train/92.jpg,0-2,Female,East Asian,False,0.0,0.0,0.0,0.0
92,train/93.jpg,30-39,Female,White,False,1.0,0.0,1.0,0.0
93,train/94.jpg,3-9,Female,Latino_Hispanic,False,0.0,0.0,0.0,0.0
94,train/95.jpg,20-29,Male,Black,False,0.0,1.0,0.0,1.0
95,train/96.jpg,30-39,Female,White,True,1.0,0.0,1.0,0.0
96,train/97.jpg,30-39,Female,White,False,1.0,0.0,1.0,0.0
97,train/98.jpg,20-29,Female,East Asian,False,0.0,0.0,0.0,0.0
98,train/99.jpg,30-39,Male,White,False,1.0,1.0,1.0,0.0
99,train/100.jpg,20-29,Female,East Asian,False,0.0,0.0,0.0,0.0
100,train/101.jpg,30-39,Male,Indian,False,1.0,1.0,0.0,0.0
101,train/102.jpg,30-39,Male,White,False,1.0,1.0,1.0,0.0
102,train/103.jpg,40-49,Male,Indian,True,1.0,1.0,0.0,0.0
103,train/104.jpg,30-39,Male,Indian,False,1.0,1.0,0.0,0.0
104,train/105.jpg,50-59,Male,East Asian,False,1.0,1.0,0.0,0.0
105,train/106.jpg,40-49,Male,Black,False,1.0,1.0,0.0,1.0
106,train/107.jpg,30-39,Female,White,False,1.0,0.0,1.0,0.0
107,train/108.jpg,more than 70,Female,Indian,False,1.0,0.0,0.0,0.0
108,train/109.jpg,20-29,Female,Middle Eastern,True,0.0,0.0,0.0,0.0
109,train/110.jpg,30-39,Male,White,False,1.0,1.0,1.0,0.0
110,train/111.jpg,40-49,Female,Indian,False,1.0,0.0,0.0,0.0
111,train/112.jpg,40-49,Female,Latino_Hispanic,False,1.0,0.0,0.0,0.0
112,train/113.jpg,30-39,Male,Middle Eastern,True,1.0,1.0,0.0,0.0
113,train/114.jpg,30-39,Female,White,False,1.0,0.0,1.0,0.0
114,train/115.jpg,50-59,Male,Black,True,1.0,1.0,0.0,1.0
115,train/116.jpg,20-29,Female,Latino_Hispanic,False,0.0,0.0,0.0,0.0
116,train/117.jpg,30-39,Male,White,False,1.0,1.0,1.0,0.0
117,train/118.jpg,30-39,Male,White,False,1.0,1.0,1.0,0.0
118,train/119.jpg,40-49,Male,Indian,True,1.0,1.0,0.0,0.0
119,train/120.jpg,60-69,Male,Middle Eastern,False,1.0,1.0,0.0,0.0
120,train/121.jpg,20-29,Female,White,False,0.0,0.0,1.0,0.0
121,train/122.jpg,20-29,Female,East Asian,False,0.0,0.0,0.0,0.0
122,train/123.jpg,30-39,Female,Black,False,1.0,0.0,0.0,1.0
123,train/124.jpg,0-2,Male,Indian,False,0.0,1.0,0.0,0.0
124,train/125.jpg,40-49,Male,White,False,1.0,1.0,1.0,0.0
125,train/126.jpg,30-39,Female,East Asian,False,1.0,0.0,0.0,0.0
126,train/127.jpg,3-9,Female,White,True,0.0,0.0,1.0,0.0
127,train/128.jpg,20-29,Female,Indian,True,0.0,0.0,0.0,0.0
128,train/129.jpg,10-19,Female,Black,False,0.0,0.0,0.0,1.0
129,train/130.jpg,50-59,Male,White,True,1.0,1.0,1.0,0.0
130,train/131.jpg,30-39,Female,Middle Eastern,True,1.0,0.0,0.0,0.0
131,train/132.jpg,3-9,Female,White,False,0.0,0.0,1.0,0.0
132,train/133.jpg,3-9,Male,Latino_Hispanic,True,0.0,1.0,0.0,0.0
133,train/134.jpg,30-39,Male,White,False,1.0,1.0,1.0,0.0
134,train/135.jpg,40-49,Female,White,True,1.0,0.0,1.0,0.0
135,train/136.jpg,50-59,Female,Indian,False,1.0,0.0,0.0,0.0
136,train/137.jpg,40-49,Male,Latino_Hispanic,False,1.0,1.0,0.0,0.0
137,train/138.jpg,50-59,Male,Black,False,1.0,1.0,0.0,1.0
138,train/139.jpg,30-39,Female,East Asian,True,1.0,0.0,0.0,0.0
139,train/140.jpg,20-29,Female,East Asian,False,0.0,0.0,0.0,0.0
140,train/141.jpg,10-19,Male,Latino_Hispanic,True,0.0,1.0,0.0,0.0
141,train/142.jpg,30-39,Male,East Asian,False,1.0,1.0,0.0,0.0
142,train/143.jpg,30-39,Male,Indian,False,1.0,1.0,0.0,0.0
143,train/144.jpg,more than 70,Male,East Asian,False,1.0,1.0,0.0,0.0
144,train/145.jpg,30-39,Male,White,False,1.0,1.0,1.0,0.0
145,train/146.jpg,40-49,Male,Southeast Asian,True,1.0,1.0,0.0,0.0
146,train/147.jpg,40-49,Male,Southeast Asian,False,1.0,1.0,0.0,0.0
147,train/148.jpg,50-59,Male,Southeast Asian,False,1.0,1.0,0.0,0.0
148,train/149.jpg,50-59,Male,Indian,True,1.0,1.0,0.0,0.0
149,train/150.jpg,20-29,Male,Latino_Hispanic,False,0.0,1.0,0.0,0.0
150,train/151.jpg,20-29,Female,Black,True,0.0,0.0,0.0,1.0
151,train/152.jpg,20-29,Male,Middle Eastern,True,0.0,1.0,0.0,0.0
152,train/153.jpg,20-29,Female,Southeast Asian,True,0.0,0.0,0.0,0.0
153,train/154.jpg,30-39,Male,White,True,1.0,1.0,1.0,0.0
154,train/155.jpg,20-29,Male,Southeast Asian,True,0.0,1.0,0.0,0.0
155,train/156.jpg,20-29,Male,Latino_Hispanic,True,0.0,1.0,0.0,0.0
156,train/157.jpg,20-29,Male,White,False,0.0,1.0,1.0,0.0
157,train/158.jpg,3-9,Male,Black,False,0.0,1.0,0.0,1.0
158,train/159.jpg,30-39,Female,Indian,False,1.0,0.0,0.0,0.0
159,train/160.jpg,40-49,Female,Black,True,1.0,0.0,0.0,1.0
160,train/161.jpg,10-19,Female,Latino_Hispanic,True,0.0,0.0,0.0,0.0
161,train/162.jpg,30-39,Female,White,False,1.0,0.0,1.0,0.0
162,train/163.jpg,10-19,Male,Southeast Asian,True,0.0,1.0,0.0,0.0
163,train/164.jpg,20-29,Female,East Asian,True,0.0,0.0,0.0,0.0
164,train/165.jpg,50-59,Female,Southeast Asian,True,1.0,0.0,0.0,0.0
165,train/166.jpg,3-9,Male,East Asian,False,0.0,1.0,0.0,0.0
166,train/167.jpg,30-39,Female,Latino_Hispanic,False,1.0,0.0,0.0,0.0
167,train/168.jpg,20-29,Female,Southeast Asian,True,0.0,0.0,0.0,0.0
168,train/169.jpg,20-29,Male,East Asian,False,0.0,1.0,0.0,0.0
169,train/170.jpg,20-29,Female,Southeast Asian,True,0.0,0.0,0.0,0.0
170,train/171.jpg,30-39,Female,White,False,1.0,0.0,1.0,0.0
171,train/172.jpg,10-19,Male,Southeast Asian,False,0.0,1.0,0.0,0.0
172,train/173.jpg,20-29,Female,Latino_Hispanic,True,0.0,0.0,0.0,0.0
173,train/174.jpg,60-69,Male,Indian,False,1.0,1.0,0.0,0.0
174,train/175.jpg,20-29,Female,Indian,False,0.0,0.0,0.0,0.0
175,train/176.jpg,60-69,Female,White,False,1.0,0.0,1.0,0.0
176,train/177.jpg,30-39,Female,White,False,1.0,0.0,1.0,0.0
177,train/178.jpg,30-39,Male,White,False,1.0,1.0,1.0,0.0
178,train/179.jpg,10-19,Female,Black,False,0.0,0.0,0.0,1.0
179,train/180.jpg,30-39,Male,Middle Eastern,False,1.0,1.0,0.0,0.0
180,train/181.jpg,20-29,Female,Latino_Hispanic,False,0.0,0.0,0.0,0.0
181,train/182.jpg,40-49,Male,Black,False,1.0,1.0,0.0,1.0
182,train/183.jpg,20-29,Female,Black,True,0.0,0.0,0.0,1.0
183,train/184.jpg,20-29,Male,White,False,0.0,1.0,1.0,0.0
184,train/185.jpg,3-9,Male,Black,False,0.0,1.0,0.0,1.0
185,train/186.jpg,50-59,Female,Southeast Asian,False,1.0,0.0,0.0,0.0
186,train/187.jpg,30-39,Female,Middle Eastern,True,1.0,0.0,0.0,0.0
187,train/188.jpg,3-9,Female,Indian,True,0.0,0.0,0.0,0.0
188,train/189.jpg,3-9,Female,East Asian,False,0.0,0.0,0.0,0.0
189,train/190.jpg,10-19,Male,East Asian,True,0.0,1.0,0.0,0.0
190,train/191.jpg,20-29,Female,East Asian,True,0.0,0.0,0.0,0.0
191,train/192.jpg,10-19,Female,White,False,0.0,0.0,1.0,0.0
192,train/193.jpg,60-69,Male,White,False,1.0,1.0,1.0,0.0
193,train/194.jpg,20-29,Male,East Asian,True,0.0,1.0,0.0,0.0
194,train/195.jpg,40-49,Male,Black,True,1.0,1.0,0.0,1.0
195,train/196.jpg,20-29,Female,Middle Eastern,True,0.0,0.0,0.0,0.0
196,train/197.jpg,40-49,Female,White,False,1.0,0.0,1.0,0.0
197,train/198.jpg,10-19,Female,Indian,False,0.0,0.0,0.0,0.0
198,train/199.jpg,20-29,Female,Latino_Hispanic,False,0.0,0.0,0.0,0.0
199,train/200.jpg,10-19,Male,Indian,True,0.0,1.0,0.0,0.0
200,train/201.jpg,40-49,Female,Latino_Hispanic,True,1.0,0.0,0.0,0.0
201,train/202.jpg,40-49,Male,Black,False,1.0,1.0,0.0,1.0
202,train/203.jpg,20-29,Male,White,True,0.0,1.0,1.0,0.0
203,train/204.jpg,20-29,Female,East Asian,False,0.0,0.0,0.0,0.0
204,train/205.jpg,3-9,Female,Southeast Asian,True,0.0,0.0,0.0,0.0
205,train/206.jpg,50-59,Female,White,False,1.0,0.0,1.0,0.0
206,train/207.jpg,20-29,Female,Middle Eastern,True,0.0,0.0,0.0,0.0
207,train/208.jpg,30-39,Female,Indian,False,1.0,0.0,0.0,0.0
208,train/209.jpg,30-39,Female,Black,False,1.0,0.0,0.0,1.0
209,train/210.jpg,3-9,Male,Black,False,0.0,1.0,0.0,1.0
210,train/211.jpg,20-29,Male,Southeast Asian,True,0.0,1.0,0.0,0.0
211,train/212.jpg,3-9,Male,East Asian,True,0.0,1.0,0.0,0.0
212,train/213.jpg,50-59,Male,White,False,1.0,1.0,1.0,0.0
213,train/214.jpg,50-59,Male,White,False,1.0,1.0,1.0,0.0
214,train/215.jpg,30-39,Female,Black,True,1.0,0.0,0.0,1.0
215,train/216.jpg,50-59,Male,Black,False,1.0,1.0,0.0,1.0
216,train/217.jpg,40-49,Male,Indian,False,1.0,1.0,0.0,0.0
217,train/218.jpg,30-39,Female,Middle Eastern,True,1.0,0.0,0.0,0.0
218,train/219.jpg,30-39,Female,Southeast Asian,False,1.0,0.0,0.0,0.0
219,train/220.jpg,3-9,Male,Latino_Hispanic,True,0.0,1.0,0.0,0.0
220,train/221.jpg,3-9,Female,White,False,0.0,0.0,1.0,0.0
221,train/222.jpg,30-39,Male,Middle Eastern,True,1.0,1.0,0.0,0.0
222,train/223.jpg,50-59,Male,Latino_Hispanic,False,1.0,1.0,0.0,0.0
223,train/224.jpg,40-49,Female,Latino_Hispanic,True,1.0,0.0,0.0,0.0
224,train/225.jpg,40-49,Male,Middle Eastern,False,1.0,1.0,0.0,0.0
225,train/226.jpg,20-29,Female,Southeast Asian,False,0.0,0.0,0.0,0.0
226,train/227.jpg,30-39,Male,Middle Eastern,False,1.0,1.0,0.0,0.0
227,train/228.jpg,20-29,Female,Indian,True,0.0,0.0,0.0,0.0
228,train/229.jpg,30-39,Male,Latino_Hispanic,True,1.0,1.0,0.0,0.0
229,train/230.jpg,50-59,Male,White,True,1.0,1.0,1.0,0.0
230,train/231.jpg,30-39,Male,Southeast Asian,False,1.0,1.0,0.0,0.0
231,train/232.jpg,50-59,Male,Middle Eastern,False,1.0,1.0,0.0,0.0
232,train/233.jpg,20-29,Male,Middle Eastern,True,0.0,1.0,0.0,0.0
233,train/234.jpg,40-49,Male,White,False,1.0,1.0,1.0,0.0
234,train/235.jpg,20-29,Female,East Asian,False,0.0,0.0,0.0,0.0
235,train/236.jpg,20-29,Female,Southeast Asian,False,0.0,0.0,0.0,0.0
236,train/237.jpg,30-39,Male,Indian,True,1.0,1.0,0.0,0.0
237,train/238.jpg,30-39,Male,Southeast Asian,True,1.0,1.0,0.0,0.0
238,train/239.jpg,30-39,Female,White,True,1.0,0.0,1.0,0.0
239,train/240.jpg,20-29,Female,Indian,False,0.0,0.0,0.0,0.0
240,train/241.jpg,30-39,Male,White,False,1.0,1.0,1.0,0.0
241,train/242.jpg,20-29,Female,Indian,True,0.0,0.0,0.0,0.0
242,train/243.jpg,40-49,Female,Southeast Asian,True,1.0,0.0,0.0,0.0
243,train/244.jpg,40-49,Female,Black,True,1.0,0.0,0.0,1.0
244,train/245.jpg,20-29,Female,Southeast Asian,False,0.0,0.0,0.0,0.0
245,train/246.jpg,20-29,Male,White,False,0.0,1.0,1.0,0.0
246,train/247.jpg,20-29,Female,Indian,True,0.0,0.0,0.0,0.0
247,train/248.jpg,3-9,Male,Black,False,0.0,1.0,0.0,1.0
248,train/249.jpg,10-19,Male,Indian,False,0.0,1.0,0.0,0.0
249,train/250.jpg,30-39,Female,East Asian,False,1.0,0.0,0.0,0.0
250,train/251.jpg,3-9,Male,Black,True,0.0,1.0,0.0,1.0
251,train/252.jpg,20-29,Female,East Asian,False,0.0,0.0,0.0,0.0
252,train/253.jpg,3-9,Male,Southeast Asian,True,0.0,1.0,0.0,0.0
253,train/254.jpg,3-9,Male,Latino_Hispanic,False,0.0,1.0,0.0,0.0
254,train/255.jpg,more than 70,Female,Southeast Asian,False,1.0,0.0,0.0,0.0
255,train/256.jpg,3-9,Male,East Asian,False,0.0,1.0,0.0,0.0
256,train/257.jpg,10-19,Female,Latino_Hispanic,False,0.0,0.0,0.0,0.0
257,train/258.jpg,3-9,Male,Southeast Asian,True,0.0,1.0,0.0,0.0
258,train/259.jpg,10-19,Female,Latino_Hispanic,True,0.0,0.0,0.0,0.0
259,train/260.jpg,20-29,Male,Black,True,0.0,1.0,0.0,1.0
260,train/261.jpg,30-39,Male,Latino_Hispanic,False,1.0,1.0,0.0,0.0
261,train/262.jpg,3-9,Male,Black,False,0.0,1.0,0.0,1.0
262,train/263.jpg,40-49,Female,Black,False,1.0,0.0,0.0,1.0
263,train/264.jpg,10-19,Male,Southeast Asian,False,0.0,1.0,0.0,0.0
264,train/265.jpg,30-39,Female,White,False,1.0,0.0,1.0,0.0
265,train/266.jpg,10-19,Male,Latino_Hispanic,True,0.0,1.0,0.0,0.0
266,train/267.jpg,40-49,Male,Black,True,1.0,1.0,0.0,1.0
267,train/268.jpg,20-29,Male,Latino_Hispanic,True,0.0,1.0,0.0,0.0
268,train/269.jpg,20-29,Female,Southeast Asian,False,0.0,0.0,0.0,0.0
269,train/270.jpg,20-29,Female,Latino_Hispanic,False,0.0,0.0,0.0,0.0
270,train/271.jpg,20-29,Female,Southeast Asian,True,0.0,0.0,0.0,0.0
271,train/272.jpg,40-49,Male,White,False,1.0,1.0,1.0,0.0
272,train/273.jpg,30-39,Male,Indian,True,1.0,1.0,0.0,0.0
273,train/274.jpg,30-39,Male,Black,True,1.0,1.0,0.0,1.0
274,train/275.jpg,10-19,Male,Black,True,0.0,1.0,0.0,1.0
275,train/276.jpg,3-9,Male,Black,False,0.0,1.0,0.0,1.0
276,train/277.jpg,3-9,Male,Indian,True,0.0,1.0,0.0,0.0
277,train/278.jpg,3-9,Female,White,True,0.0,0.0,1.0,0.0
278,train/279.jpg,20-29,Female,Latino_Hispanic,True,0.0,0.0,0.0,0.0
279,train/280.jpg,30-39,Male,White,False,1.0,1.0,1.0,0.0
280,train/281.jpg,30-39,Male,Indian,False,1.0,1.0,0.0,0.0
281,train/282.jpg,40-49,Female,Black,True,1.0,0.0,0.0,1.0
282,train/283.jpg,40-49,Male,East Asian,True,1.0,1.0,0.0,0.0
283,train/284.jpg,10-19,Female,Latino_Hispanic,True,0.0,0.0,0.0,0.0
284,train/285.jpg,30-39,Male,White,False,1.0,1.0,1.0,0.0
285,train/286.jpg,20-29,Male,Southeast Asian,True,0.0,1.0,0.0,0.0
286,train/287.jpg,3-9,Male,Black,False,0.0,1.0,0.0,1.0
287,train/288.jpg,20-29,Female,East Asian,False,0.0,0.0,0.0,0.0
288,train/289.jpg,30-39,Female,Black,False,1.0,0.0,0.0,1.0
289,train/290.jpg,10-19,Male,East Asian,True,0.0,1.0,0.0,0.0
290,train/291.jpg,50-59,Male,Latino_Hispanic,True,1.0,1.0,0.0,0.0
291,train/292.jpg,20-29,Female,White,False,0.0,0.0,1.0,0.0
292,train/293.jpg,10-19,Male,Black,True,0.0,1.0,0.0,1.0
293,train/294.jpg,3-9,Female,Southeast Asian,False,0.0,0.0,0.0,0.0
294,train/295.jpg,30-39,Male,Latino_Hispanic,False,1.0,1.0,0.0,0.0
295,train/296.jpg,20-29,Female,Latino_Hispanic,False,0.0,0.0,0.0,0.0
296,train/297.jpg,30-39,Female,Southeast Asian,True,1.0,0.0,0.0,0.0
297,train/298.jpg,20-29,Male,White,True,0.0,1.0,1.0,0.0
298,train/299.jpg,40-49,Male,White,False,1.0,1.0,1.0,0.0
299,train/300.jpg,3-9,Female,Black,False,0.0,0.0,0.0,1.0
300,train/301.jpg,30-39,Male,Middle Eastern,False,1.0,1.0,0.0,0.0
301,train/302.jpg,3-9,Female,Black,False,0.0,0.0,0.0,1.0
302,train/303.jpg,20-29,Female,White,True,0.0,0.0,1.0,0.0
303,train/304.jpg,3-9,Female,Middle Eastern,True,0.0,0.0,0.0,0.0
304,train/305.jpg,30-39,Female,Indian,False,1.0,0.0,0.0,0.0
305,train/306.jpg,50-59,Male,Latino_Hispanic,False,1.0,1.0,0.0,0.0
306,train/307.jpg,30-39,Female,East Asian,True,1.0,0.0,0.0,0.0
307,train/308.jpg,20-29,Male,Middle Eastern,True,0.0,1.0,0.0,0.0
308,train/309.jpg,40-49,Female,White,True,1.0,0.0,1.0,0.0
309,train/310.jpg,30-39,Male,Middle Eastern,False,1.0,1.0,0.0,0.0
310,train/311.jpg,20-29,Female,East Asian,False,0.0,0.0,0.0,0.0
311,train/312.jpg,20-29,Female,Middle Eastern,True,0.0,0.0,0.0,0.0
312,train/313.jpg,20-29,Male,Black,True,0.0,1.0,0.0,1.0
313,train/314.jpg,40-49,Male,Black,True,1.0,1.0,0.0,1.0
314,train/315.jpg,30-39,Male,Indian,True,1.0,1.0,0.0,0.0
315,train/316.jpg,30-39,Male,Latino_Hispanic,False,1.0,1.0,0.0,0.0
316,train/317.jpg,30-39,Female,Southeast Asian,True,1.0,0.0,0.0,0.0
317,train/318.jpg,40-49,Male,White,False,1.0,1.0,1.0,0.0
318,train/319.jpg,10-19,Female,Indian,True,0.0,0.0,0.0,0.0
319,train/320.jpg,20-29,Female,East Asian,False,0.0,0.0,0.0,0.0
320,train/321.jpg,3-9,Female,Indian,False,0.0,0.0,0.0,0.0
321,train/322.jpg,20-29,Female,White,True,0.0,0.0,1.0,0.0
322,train/323.jpg,60-69,Male,White,False,1.0,1.0,1.0,0.0
323,train/324.jpg,40-49,Female,Latino_Hispanic,False,1.0,0.0,0.0,0.0
324,train/325.jpg,30-39,Female,East Asian,True,1.0,0.0,0.0,0.0
325,train/326.jpg,40-49,Male,East Asian,True,1.0,1.0,0.0,0.0
326,train/327.jpg,3-9,Male,Black,False,0.0,1.0,0.0,1.0
327,train/328.jpg,50-59,Male,Indian,False,1.0,1.0,0.0,0.0
328,train/329.jpg,30-39,Male,East Asian,False,1.0,1.0,0.0,0.0
329,train/330.jpg,20-29,Female,East Asian,False,0.0,0.0,0.0,0.0
330,train/331.jpg,20-29,Female,White,False,0.0,0.0,1.0,0.0
331,train/332.jpg,40-49,Female,Latino_Hispanic,True,1.0,0.0,0.0,0.0
332,train/333.jpg,20-29,Male,White,True,0.0,1.0,1.0,0.0
333,train/334.jpg,40-49,Male,White,False,1.0,1.0,1.0,0.0
334,train/335.jpg,20-29,Female,East Asian,False,0.0,0.0,0.0,0.0
335,train/336.jpg,30-39,Female,Latino_Hispanic,True,1.0,0.0,0.0,0.0
336,train/337.jpg,50-59,Male,White,False,1.0,1.0,1.0,0.0
337,train/338.jpg,3-9,Male,Indian,True,0.0,1.0,0.0,0.0
338,train/339.jpg,20-29,Female,White,False,0.0,0.0,1.0,0.0
339,train/340.jpg,3-9,Male,White,False,0.0,1.0,1.0,0.0
340,train/341.jpg,20-29,Female,Southeast Asian,False,0.0,0.0,0.0,0.0
341,train/342.jpg,40-49,Female,Indian,True,1.0,0.0,0.0,0.0
342,train/343.jpg,20-29,Male,Indian,True,0.0,1.0,0.0,0.0
343,train/344.jpg,3-9,Female,Middle Eastern,True,0.0,0.0,0.0,0.0
344,train/345.jpg,20-29,Male,Latino_Hispanic,True,0.0,1.0,0.0,0.0
